"dep_delay_lag","origin","dep_delay_mean"
323,"EWR",22.5
323,"JFK",32.5
323,"LGA",325
324,"JFK",22
324,"LGA",52
325,"EWR",181
325,"JFK",307.333333333333
325,"LGA",188.333333333333
326,"EWR",173
326,"JFK",34.5
326,"LGA",179
327,"EWR",66
327,"JFK",42.3333333333333
327,"LGA",141.666666666667
328,"EWR",127
328,"LGA",130.5
329,"EWR",39.5
329,"JFK",93
329,"LGA",155
330,"EWR",197
330,"LGA",111
331,"EWR",43
331,"JFK",222
331,"LGA",270
332,"EWR",110
332,"LGA",0
333,"EWR",163
333,"JFK",242
333,"LGA",1
334,"EWR",121.166666666667
334,"JFK",32
334,"LGA",280.25
335,"JFK",46.6666666666667
335,"LGA",83
336,"EWR",134
336,"LGA",-1.66666666666667
337,"JFK",45
337,"LGA",302
338,"LGA",68
339,"EWR",94.5
339,"LGA",65
340,"EWR",61
340,"JFK",15
340,"LGA",211
341,"EWR",162.333333333333
341,"JFK",-2
341,"LGA",-2
342,"JFK",112.5
342,"LGA",262
343,"EWR",291
343,"JFK",-5
343,"LGA",161.5
344,"LGA",18
345,"EWR",67
345,"JFK",3.5
345,"LGA",-9
346,"EWR",22.5
346,"LGA",370
347,"JFK",4
347,"LGA",479
348,"EWR",-1
348,"JFK",9.5
348,"LGA",154
349,"EWR",24.5
349,"JFK",-4
349,"LGA",-9
350,"EWR",315
350,"LGA",160
351,"EWR",15
351,"JFK",67
351,"LGA",105.5
352,"EWR",153.666666666667
352,"JFK",381
353,"EWR",11
353,"JFK",159
354,"EWR",147
354,"JFK",-6
355,"EWR",-3
355,"JFK",92.5
355,"LGA",147
356,"EWR",236
356,"JFK",81
356,"LGA",134.5
357,"EWR",30
357,"LGA",165
358,"LGA",178
359,"EWR",268
359,"JFK",69
360,"EWR",-4
360,"JFK",34.6666666666667
360,"LGA",-5
361,"EWR",289
361,"JFK",94
361,"LGA",231
362,"EWR",-7
362,"LGA",172
363,"JFK",18
364,"EWR",158
364,"JFK",101.75
364,"LGA",337
365,"LGA",0
366,"JFK",40
366,"LGA",-2.66666666666667
367,"EWR",21
367,"JFK",-6
368,"EWR",25.75
368,"LGA",115
369,"EWR",234
369,"LGA",-8
370,"LGA",309
371,"JFK",127.5
371,"LGA",331
372,"EWR",143
372,"LGA",158
373,"LGA",49
374,"EWR",71.3333333333333
374,"JFK",150.5
375,"EWR",29.5
375,"JFK",-9
375,"LGA",110
376,"EWR",153
376,"JFK",33
376,"LGA",268
378,"LGA",77.6666666666667
379,"EWR",101
379,"LGA",140
380,"LGA",286.5
381,"EWR",28
381,"JFK",200.5
381,"LGA",265
382,"EWR",203.5
383,"EWR",91
383,"JFK",-2
383,"LGA",101
384,"EWR",-3
385,"LGA",-4
386,"JFK",206
386,"LGA",-3
387,"EWR",128
387,"LGA",-3
388,"JFK",-1
388,"LGA",90
389,"EWR",-1
389,"JFK",147.5
389,"LGA",12.5
390,"EWR",0
390,"LGA",-3.5
391,"LGA",41
392,"EWR",-9
392,"JFK",42
392,"LGA",38
393,"JFK",-2
393,"LGA",155
394,"JFK",90
394,"LGA",20
396,"EWR",218
396,"JFK",47.5
397,"EWR",28
397,"LGA",0
398,"EWR",0
398,"LGA",328
399,"EWR",71
401,"EWR",-9
401,"JFK",-3
404,"JFK",195
404,"LGA",123
405,"EWR",361
405,"JFK",-2
405,"LGA",179
406,"JFK",301
406,"LGA",131.5
408,"EWR",179
408,"JFK",9
408,"LGA",258
409,"EWR",32
410,"EWR",96
410,"LGA",267
411,"EWR",152
411,"LGA",-14
413,"JFK",200
413,"LGA",104
414,"EWR",-2
415,"EWR",0
419,"EWR",316
419,"LGA",162
420,"EWR",104
420,"LGA",21
423,"LGA",-9
426,"LGA",248
427,"LGA",220
430,"JFK",-4
430,"LGA",257
431,"EWR",1.5
432,"JFK",178
432,"LGA",115
434,"JFK",-3
436,"EWR",121
436,"JFK",41
437,"JFK",-2
437,"LGA",103
440,"EWR",-6
443,"EWR",103
446,"LGA",-15
447,"LGA",245
452,"JFK",342
453,"JFK",169
454,"EWR",240
466,"LGA",273
467,"EWR",-3
470,"LGA",86
471,"JFK",375
473,"LGA",167
475,"LGA",340
478,"LGA",-1
479,"LGA",75
483,"EWR",195
486,"EWR",-2
486,"JFK",84
486,"LGA",100
494,"LGA",-4
500,"LGA",284
502,"EWR",228.5
502,"LGA",70
503,"JFK",3
504,"JFK",-3
504,"LGA",77
508,"JFK",0
510,"LGA",-8
514,"LGA",358
520,"LGA",277
533,"LGA",203
536,"JFK",2
545,"EWR",5
548,"EWR",36
576,"LGA",178
580,"EWR",-1
589,"JFK",-3
592,"EWR",-6
593,"LGA",306
599,"JFK",-2
602,"LGA",196
613,"LGA",13
629,"JFK",33
634,"JFK",233
636,"JFK",-8
639,"LGA",-5
653,"EWR",189
660,"LGA",-7
687,"JFK",-2
696,"LGA",-3
702,"EWR",8
747,"JFK",-8
753,"LGA",-6
761,"JFK",-7
786,"EWR",-6
787,"LGA",-9
790,"JFK",7
797,"JFK",-10
798,"EWR",-5
800,"JFK",-5
803,"LGA",-5
812,"LGA",8
825,"JFK",2
845,"EWR",0
849,"EWR",5
853,"JFK",3.5
878,"EWR",4
896,"EWR",-10
898,"LGA",213
899,"JFK",5
960,"JFK",-5
1005,"JFK",-3
1014,"JFK",76
1126,"EWR",-6
1137,"JFK",14
1301,"JFK",-7
